O=C1N(C2CCC(NC2=O)=O)CC3=C(N=[N+]=[N-])C=CC=C31
O=C1N(C2CCC(NC2=O)=O)C(C3=C(N=[N+]=[N-])C=CC=C31)=O
O=C1N(C2CCC(NC2=O)=O)C(C3=CC(F)=C(N=[N+]=[N-])C=C31)=O
O=C1N(C2CCC(NC2=O)=O)C(C3=CC(N=[N+]=[N-])=CC=C31)=O
