O=C(N1CCNCC1)C[C@H]2C3=NN=C(C)N3C4=C(C(C)=C(C)S4)C(C5=CC=C(Cl)C=C5)=N2
NC1=C2C(N([C@H]3CNCCC3)N=C2C4=CC=C(OC5=CC=CC=C5)C=C4)=NC=N1
CC(OC1=CC(C2CCNCC2)=C(C=C1NC3=NC=C(C(NC4=CC=CC=C4S(=O)(C(C)C)=O)=N3)Cl)C)C
NC1=NN=C(C2=C(O)C=CC=C2)C=C1N3CCNCC3
O=C(N1CCNCC1)C2=CC=C(C3=CN=C(NCC4=CC=CO4)N5C3=NN=C5)C=C2
